mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id
1	1	0	0	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	0
1	1	3	3	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	2
1	1	0	0	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	3
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	4
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	5
1	1	0	0	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	6
1	1	3	3	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	7
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	8
1	1	0	0	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	9
1	1	3	3	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	10
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	11
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	12
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	13
2	2	7	7	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	14
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	15
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	16
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	17
2	2	7	7	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	18
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	19
2	2	4	4	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	20
2	2	6	6	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	21
2	2	7	7	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	22
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	23
2	2	4	4	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	24
2	2	6	6	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	25
2	2	7	7	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	26
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	27
3	3	8	8	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	28
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	29
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	30
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	31
3	3	8	8	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	32
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	33
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	34
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	35
3	3	8	8	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	36
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	37
3	3	10	10	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	38
3	3	11	11	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	39
3	3	8	8	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	40
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	41
3	3	10	10	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	42
3	3	11	11	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	43
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	44
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	45
4	4	13	13	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	46
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	47
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	48
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	49
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	50
4	4	13	13	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	51
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	52
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	53
4	4	12	12	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	54
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	55
4	4	13	13	1.5	1/4	1/4	Chord	4/4	3	1	3/8	1/4	3/2	56
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	57
4	4	15	15	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	58
4	4	12	12	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	59
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	60
4	4	13	13	1.5	1/4	1/4	Chord	4/4	5	1	3/8	1/4	3/2	61
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	62
4	4	15	15	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	63
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	64
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	65
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	66
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	67
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	68
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	69
5	5	16	16	4.0	0	0	Chord	4/4	3	1	1	1	1	70
5	5	16	16	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	71
5	5	19	19	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	72
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	73
5	5	16	16	4.0	0	0	Chord	4/4	5	1	1	1	1	74
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	75
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	76
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	77
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	78
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	79
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	80
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	81
6	6	20	20	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	82
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	83
6	6	23	23	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	84
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	85
6	6	20	20	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	86
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	87
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	88
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	89
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	90
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	91
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	92
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	93
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	94
7	7	24	24	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	95
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	96
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	97
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	98
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	99
8	8	29	29	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	100
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	101
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	102
8	8	29	29	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	103
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	104
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	105
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	106
8	8	29	29	1.5	1/4	1/4	Chord	4/4	4	1	3/8	1/4	3/2	107
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	108
8	8	31	31	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	109
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	110
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	111
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	112
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	113
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	114
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	115
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	116
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	117
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	118
9	9	34	34	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	119
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	120
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	121
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	122
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	123
10	10	37	37	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	124
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	125
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	126
10	10	39	39	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	127
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	128
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	129
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	130
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	131
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	132
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	133
11	11	41	41	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	134
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	135
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	136
11	11	40	40	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	137
11	11	41	41	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	138
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	139
11	11	42	42	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	140
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	141
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	142
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	143
12	12	47	47	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	144
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	145
12	12	45	45	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	146
12	12	47	47	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	147
12	12	44	44	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	148
12	12	45	45	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	149
12	12	47	47	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	150
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	151
13	13	49	49	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	152
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	153
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	154
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	155
13	13	49	49	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	156
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	157
13	13	50	50	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	158
13	13	48	48	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	159
13	13	49	49	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	160
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	161
13	13	50	50	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	162
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	163
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	164
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	165
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	166
14	14	52	52	4.0	0	0	Chord	4/4	3	1	1	1	1	167
14	14	52	52	4.0	0	0	Chord	4/4	4	1	1	1	1	168
14	14	52	52	4.0	0	0	Chord	4/4	5	1	1	1	1	169
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	170
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	171
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	172
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	173
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	174
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	175
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	176
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	177
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	178
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	179
15	15	57	57	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	180
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	181
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	182
15	15	59	59	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	183
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	184
16	16	60	60	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	185
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	186
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	187
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	188
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	189
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	190
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	191
16	16	63	63	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	192
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	193
17	17	65	65	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	194
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	195
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	196
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	197
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	198
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	199
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	200
17	17	65	65	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	201
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	202
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	203
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	204
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	205
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	206
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	207
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	208
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	209
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	210
18	18	68	68	4.0	0	0	Chord	4/4	3	1	1	1	1	211
18	18	70	70	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	212
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1	1	1	213
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1	1	1	214
19	19	72	72	4.0	0	0	Chord	4/4	3	1	1	1	1	215
19	19	72	72	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	216
19	19	74	74	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	217
20	20	76	76	4.0	0	0	Chord	4/4	1	1	1	1	1	218
20	20	76	76	4.0	0	0	Chord	4/4	2	1	1	1	1	219
20	20	76	76	4.0	0	0	Chord	4/4	3	1	1	1	1	220
20	20	76	76	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	221
20	20	77	77	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	222
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	223
20	20	78	78	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	224
20	20	79	79	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	225
20	20	76	76	4.0	0	0	Chord	4/4	5	1	1	1	1	226
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	227
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	228
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	229
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	230
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	231
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	232
21	21	83	83	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	233
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	234
21	21	80	80	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	235
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	236
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	237
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	238
21	21	80	80	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	239
21	21	82	82	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	240
21	21	80	80	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	241
21	21	82	82	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	242
21	21	83	83	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	243
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	244
22	22	84	84	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	245
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	246
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	247
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	248
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	249
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	250
22	22	84	84	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	251
22	22	85	85	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	252
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	253
22	22	84	84	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	254
22	22	85	85	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	255
