mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id
1	1	0	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	0
1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1
1	1	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2
1	1	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3
1	1	0	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	4
1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	5
1	1	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	6
1	1	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	7
1	1	0	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	8
1	1	1	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	9
1	1	2	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	10
1	1	3	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	11
2	2	4	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	12
2	2	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	13
2	2	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	14
2	2	4	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	15
2	2	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	16
2	2	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	17
2	2	4	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	18
2	2	5	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	19
2	2	6	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	20
3	3	8	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	21
3	3	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	22
3	3	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	23
3	3	8	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	24
3	3	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	25
3	3	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	26
3	3	8	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	27
3	3	10	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	28
3	3	11	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	29
3	3	10	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	30
3	3	11	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	31
4	4	12	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	32
4	4	13	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	33
4	4	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	34
4	4	12	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	35
4	4	13	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	36
4	4	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	37
4	4	12	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	38
4	4	13	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	39
4	4	15	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	40
4	4	12	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	41
4	4	13	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	42
4	4	15	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	43
5	5	16	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	44
5	5	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	45
5	5	16	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	46
5	5	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	47
5	5	16	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	48
5	5	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	49
5	5	16	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	50
5	5	18	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	51
6	6	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	52
6	6	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	53
6	6	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	54
6	6	22	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	55
6	6	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	56
6	6	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	57
6	6	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	58
6	6	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	59
6	6	22	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	60
6	6	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	61
6	6	41/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	62
6	6	21	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	63
6	6	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	64
6	6	22	1.5	1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	65
6	6	47/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	66
6	6	41/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	67
6	6	21	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	68
6	6	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	69
6	6	22	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	70
6	6	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	71
7	7	24	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	72
7	7	49/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	73
7	7	25	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	74
7	7	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	75
7	7	24	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	76
7	7	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	77
7	7	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	78
7	7	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	79
7	7	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	80
7	7	24	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	81
7	7	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	82
7	7	25	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	83
7	7	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	84
7	7	24	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	85
7	7	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	86
7	7	25	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	87
7	7	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	88
8	8	28	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	89
8	8	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	90
8	8	28	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	91
8	8	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	92
8	8	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	93
8	8	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	94
8	8	28	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	95
8	8	30	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	96
8	8	28	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	97
8	8	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	98
9	9	33	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	99
9	9	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	100
9	9	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	101
9	9	32	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	102
9	9	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	103
9	9	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	104
9	9	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	105
9	9	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	106
9	9	33	1.5	1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	107
9	9	69/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	108
9	9	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	109
9	9	33	1.5	1/4	1/4	Chord	4/4	4	1	3/8			1/4	3/2	110
9	9	69/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	111
9	9	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	112
10	10	36	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	113
10	10	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	114
10	10	38	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	115
10	10	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	116
10	10	36	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	117
10	10	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	118
10	10	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	119
10	10	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	120
10	10	36	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	121
10	10	37	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	122
10	10	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	123
10	10	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	124
10	10	36	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	125
10	10	37	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	126
10	10	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	127
10	10	39	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	128
11	11	40	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	129
11	11	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	130
11	11	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	131
11	11	40	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	132
11	11	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	133
11	11	41	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	134
11	11	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	135
11	11	40	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	136
11	11	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	137
11	11	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	138
11	11	40	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	139
11	11	41	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	140
11	11	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	141
12	12	44	4.0	0	0	Chord	4/4	1	1	1			1	1	142
12	12	44	4.0	0	0	Chord	4/4	2	1	1			1	1	143
12	12	44	4.0	0	0	Chord	4/4	3	1	1			1	1	144
12	12	44	4.0	0	0	Chord	4/4	4	1	1			1	1	145
13	13	48	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	146
13	13	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	147
13	13	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	148
13	13	48	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	149
13	13	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	150
13	13	50	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	151
13	13	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	152
13	13	48	4.0	0	0	Chord	4/4	3	1	1			1	1	153
13	13	48	4.0	0	0	Chord	4/4	4	1	1			1	1	154
13	13	48	4.0	0	0	Chord	4/4	5	1	1			1	1	155
14	14	52	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	156
14	14	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	157
14	14	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	158
14	14	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	159
14	14	52	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	160
14	14	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	161
14	14	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	162
14	14	52	4.0	0	0	Chord	4/4	3	1	1			1	1	163
14	14	52	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	164
14	14	53	1.5	1/4	1/4	Chord	4/4	4	1	3/8			1/4	3/2	165
14	14	109/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	166
14	14	55	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	167
14	14	52	4.0	0	0	Chord	4/4	5	1	1			1	1	168
15	15	56	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	169
15	15	57	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	170
15	15	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	171
15	15	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	172
15	15	56	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	173
15	15	57	1.5	1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	174
15	15	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	175
15	15	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	176
15	15	56	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	177
15	15	57	1.5	1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	178
15	15	117/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	179
15	15	59	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	180
15	15	56	4.0	0	0	Chord	4/4	4	1	1			1	1	181
15	15	56	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	182
15	15	57	1.5	1/4	1/4	Chord	4/4	5	1	3/8			1/4	3/2	183
15	15	117/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8			1/8	1	184
15	15	59	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	185
16	16	60	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	186
16	16	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	187
16	16	60	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	188
16	16	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	189
16	16	60	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	190
16	16	62	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	191
16	16	60	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	192
16	16	63	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	193
16	16	127/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	194
16	16	60	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	195
16	16	62	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	196
17	17	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	197
17	17	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	198
17	17	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	199
17	17	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	200
17	17	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	201
17	17	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	202
17	17	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	203
17	17	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	204
17	17	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	205
17	17	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	206
17	17	65	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	207
17	17	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	208
17	17	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	209
17	17	67	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	210
17	17	135/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	211
17	17	64	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	212
17	17	65	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	213
17	17	131/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	214
17	17	66	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	215
17	17	65	0.5	1/4	1/4	Chord	4/4	5	1	1/8			1/8	1	216
17	17	131/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8			1/8	1	217
17	17	66	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	218
17	17	67	0.5	3/4	3/4	Chord	4/4	5	1	1/8			1/8	1	219
17	17	135/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	220
18	18	68	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	221
18	18	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	222
18	18	68	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	223
18	18	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	224
18	18	68	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	225
18	18	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	226
18	18	68	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	227
18	18	71	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	228
18	18	143/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	229
18	18	68	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	230
18	18	70	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	231
19	19	72	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	232
19	19	73	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	233
19	19	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	234
19	19	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	235
19	19	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	236
19	19	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	237
19	19	72	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	238
19	19	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	239
19	19	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	240
19	19	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	241
19	19	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	242
19	19	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	243
19	19	72	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	244
19	19	73	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	245
19	19	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	246
19	19	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	247
19	19	75	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	248
19	19	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	249
19	19	72	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	250
19	19	74	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	251
19	19	75	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	252
19	19	72	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	253
19	19	73	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	254
19	19	74	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	255
19	19	75	0.5	3/4	3/4	Chord	4/4	5	1	1/8			1/8	1	256
19	19	151/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	257
20	20	76	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	258
20	20	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	259
20	20	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	260
20	20	76	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	261
20	20	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	262
20	20	76	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	263
20	20	79	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	264
20	20	76	4.0	0	0	Chord	4/4	4	1	1			1	1	265
20	20	76	3.0	0	0	Chord	4/4	5	1	3/4			1/2	3/2	266
20	20	79	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	267
21	21	80	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	268
21	21	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	269
21	21	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	270
21	21	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	271
21	21	80	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	272
21	21	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	273
21	21	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	274
21	21	80	0.75	0	0	Chord	4/4	3	1	3/16			1/8	3/2	275
21	21	323/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	276
21	21	81	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	277
21	21	83	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	278
21	21	80	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	279
21	21	82	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	280
21	21	83	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	281
21	21	80	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	282
21	21	82	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	283
22	22	84	4.0	0	0	Chord	4/4	1	1	1			1	1	284
22	22	84	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	285
22	22	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	286
22	22	171/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	287
22	22	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	288
22	22	84	4.0	0	0	Chord	4/4	3	1	1			1	1	289
22	22	84	4.0	0	0	Chord	4/4	4	1	1			1	1	290
22	22	84	4.0	0	0	Chord	4/4	5	1	1			1	1	291
23	23	88	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	292
23	23	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	293
23	23	88	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	294
23	23	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	295
23	23	88	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	296
23	23	91	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	297
23	23	88	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	298
23	23	91	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	299
23	23	88	3.0	0	0	Chord	4/4	5	1	3/4			1/2	3/2	300
23	23	91	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	301
24	24	92	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	302
24	24	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	303
24	24	94	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	304
24	24	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	305
24	24	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	306
24	24	92	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	307
24	24	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	308
24	24	94	0.75	1/2	1/2	Chord	4/4	2	1	3/16			1/8	3/2	309
24	24	379/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	310
24	24	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	311
24	24	92	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	312
24	24	93	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	313
24	24	94	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	314
24	24	92	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	315
24	24	93	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	316
24	24	94	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	317
24	24	92	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	318
24	24	93	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	319
24	24	94	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	320
25	25	96	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	321
25	25	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	322
25	25	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	323
