mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id
25	25	96	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	324
25	25	97	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	325
25	25	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	326
25	25	96	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	327
25	25	97	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	328
25	25	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	329
25	25	96	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	330
25	25	97	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	331
25	25	98	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	332
25	25	96	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	333
25	25	97	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	334
25	25	98	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	335
26	26	100	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	336
26	26	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	337
26	26	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	338
26	26	100	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	339
26	26	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	340
26	26	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	341
26	26	100	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	342
26	26	100	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	343
26	26	103	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	344
26	26	207/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	345
26	26	100	4.0	0	0	Chord	4/4	5	1	1			1	1	346
27	27	104	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	347
27	27	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	348
27	27	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	349
27	27	104	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	350
27	27	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	351
27	27	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	352
27	27	104	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	353
27	27	105	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	354
27	27	107	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	355
28	28	108	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	356
28	28	111	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	357
28	28	108	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	358
28	28	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	359
28	28	108	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	360
28	28	111	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	361
29	29	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	362
29	29	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	363
29	29	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	364
29	29	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	365
29	29	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	366
29	29	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	367
29	29	113	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	368
29	29	227/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	369
29	29	114	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	370
29	29	115	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	371
30	30	116	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	372
30	30	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	373
30	30	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	374
30	30	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	375
30	30	116	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	376
30	30	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	377
30	30	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	378
30	30	116	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	379
30	30	117	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	380
30	30	118	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	381
31	31	120	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	382
31	31	121	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	383
31	31	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	384
31	31	120	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	385
31	31	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	386
31	31	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	387
31	31	120	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	388
31	31	121	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	389
31	31	123	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	390
32	32	124	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	391
32	32	125	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	392
32	32	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	393
32	32	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	394
32	32	124	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	395
32	32	125	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	396
32	32	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	397
32	32	127	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	398
32	32	124	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	399
32	32	125	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	400
32	32	126	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	401
32	32	127	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	402
33	33	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	403
33	33	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	404
33	33	130	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	405
33	33	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	406
33	33	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	407
33	33	130	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	408
33	33	129	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	409
33	33	259/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	410
33	33	130	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	411
33	33	129	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	412
33	33	259/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	413
33	33	130	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	414
33	33	131	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	415
33	33	129	0.5	1/4	1/4	Chord	4/4	5	1	1/8			1/8	1	416
33	33	259/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8			1/8	1	417
33	33	130	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	418
33	33	131	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	419
34	34	132	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	420
34	34	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	421
34	34	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	422
34	34	134	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	423
34	34	132	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	424
34	34	133	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	425
34	34	134	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	426
34	34	132	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	427
34	34	133	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	428
34	34	134	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	429
34	34	132	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	430
34	34	133	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	431
34	34	134	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	432
34	34	132	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	433
34	34	133	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	434
34	34	134	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	435
35	35	136	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	436
35	35	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	437
35	35	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	438
35	35	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	439
35	35	136	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	440
35	35	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	441
35	35	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	442
35	35	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	443
35	35	136	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	444
35	35	137	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	445
35	35	139	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	446
35	35	279/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	447
35	35	136	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	448
35	35	137	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	449
35	35	139	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	450
35	35	279/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	451
35	35	136	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	452
35	35	137	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	453
35	35	139	0.5	3/4	3/4	Chord	4/4	5	1	1/8			1/8	1	454
35	35	279/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	455
36	36	140	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	456
36	36	143	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	457
36	36	287/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	458
36	36	140	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	459
36	36	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	460
36	36	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	461
36	36	140	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	462
36	36	142	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	463
36	36	143	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	464
36	36	140	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	465
36	36	141	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	466
36	36	143	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	467
36	36	140	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	468
36	36	141	2.0	1/4	1/4	Chord	4/4	5	1	1/2			1/2	1	469
36	36	143	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	470
37	37	144	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	471
37	37	147	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	472
37	37	144	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	473
37	37	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	474
37	37	144	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	475
37	37	147	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	476
37	37	144	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	477
37	37	147	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	478
37	37	144	3.0	0	0	Chord	4/4	5	1	3/4			1/2	3/2	479
37	37	147	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	480
38	38	149	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	481
38	38	150	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	482
38	38	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	483
38	38	149	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	484
38	38	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	485
38	38	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	486
38	38	149	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	487
38	38	150	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	488
38	38	151	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	489
38	38	149	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	490
38	38	150	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	491
38	38	151	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	492
38	38	149	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	493
38	38	150	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	494
38	38	151	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	495
39	39	152	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	496
39	39	153	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	497
39	39	152	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	498
39	39	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	499
39	39	152	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	500
39	39	153	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	501
39	39	152	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	502
39	39	153	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	503
39	39	154	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	504
39	39	152	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	505
39	39	153	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	506
40	40	156	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	507
40	40	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	508
40	40	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	509
40	40	156	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	510
40	40	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	511
40	40	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	512
40	40	156	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	513
40	40	159	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	514
40	40	319/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	515
40	40	156	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	516
40	40	157	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	517
40	40	315/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	518
40	40	158	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	519
40	40	319/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	520
40	40	156	3.0	0	0	Chord	4/4	5	1	3/4			1/2	3/2	521
40	40	159	0.5	3/4	3/4	Chord	4/4	5	1	1/8			1/8	1	522
40	40	319/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	523
41	41	160	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	524
41	41	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	525
41	41	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	526
41	41	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	527
41	41	163	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	528
41	41	160	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	529
41	41	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	530
41	41	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	531
41	41	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	532
41	41	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	533
41	41	160	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	534
41	41	323/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	535
41	41	162	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	536
41	41	325/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	537
41	41	163	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	538
41	41	160	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	539
41	41	321/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	540
41	41	161	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	541
41	41	163	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	542
41	41	160	1.5	0	0	Chord	4/4	5	1	3/8			1/4	3/2	543
41	41	323/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8			1/8	1	544
41	41	162	0.5	1/2	1/2	Chord	4/4	5	1	1/8			1/8	1	545
41	41	325/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8			1/8	1	546
41	41	163	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	547
42	42	164	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	548
42	42	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	549
42	42	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	550
42	42	164	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	551
42	42	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	552
42	42	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	553
42	42	164	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	554
42	42	165	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	555
42	42	166	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	556
42	42	165	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	557
42	42	166	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	558
42	42	164	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	559
42	42	165	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	560
42	42	166	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	561
43	43	168	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	562
43	43	171	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	563
43	43	168	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	564
43	43	171	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	565
43	43	168	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	566
43	43	171	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	567
43	43	168	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	568
43	43	168	3.0	0	0	Chord	4/4	5	1	3/4			1/2	3/2	569
43	43	171	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	570
44	44	172	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	571
44	44	173	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	572
44	44	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	573
44	44	175	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	574
44	44	172	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	575
44	44	173	1.5	1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	576
44	44	349/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	577
44	44	175	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	578
44	44	172	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	579
44	44	173	1.5	1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	580
44	44	349/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	581
44	44	175	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	582
44	44	172	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	583
44	44	173	1.5	1/4	1/4	Chord	4/4	5	1	3/8			1/4	3/2	584
44	44	349/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8			1/8	1	585
44	44	175	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	586
45	45	176	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	587
45	45	178	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	588
45	45	179	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	589
45	45	176	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	590
45	45	178	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	591
45	45	179	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	592
45	45	176	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	593
45	45	178	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	594
45	45	179	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	595
45	45	176	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	596
45	45	178	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	597
45	45	179	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	598
46	46	180	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	599
46	46	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	600
46	46	182	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	601
46	46	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	602
46	46	180	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	603
46	46	181	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	604
46	46	182	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	605
46	46	367/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	606
46	46	180	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	607
46	46	181	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	608
46	46	182	1.5	1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	609
46	46	367/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	610
46	46	180	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	611
46	46	181	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	612
46	46	182	1.5	1/2	1/2	Chord	4/4	5	1	3/8			1/4	3/2	613
46	46	367/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	614
47	47	184	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	615
47	47	185	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	616
47	47	186	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	617
47	47	187	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	618
47	47	184	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	619
47	47	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	620
47	47	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	621
47	47	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	622
47	47	184	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	623
47	47	185	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	624
47	47	186	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	625
47	47	187	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	626
47	47	184	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	627
47	47	185	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	628
47	47	186	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	629
47	47	187	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	630
48	48	188	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	631
48	48	190	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	632
48	48	188	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	633
48	48	190	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	634
48	48	188	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	635
48	48	190	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	636
