mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id
48	48	188	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	637
48	48	190	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	638
49	49	193	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	639
49	49	194	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	640
49	49	195	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	641
49	49	193	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	642
49	49	194	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	643
49	49	195	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	644
49	49	193	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	645
49	49	194	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	646
49	49	195	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	647
50	50	196	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	648
50	50	393/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	649
50	50	197	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	650
50	50	198	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	651
50	50	196	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	652
50	50	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	653
50	50	197	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	654
50	50	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	655
50	50	196	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	656
50	50	393/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	657
50	50	197	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	658
50	50	198	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	659
51	51	200	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	660
51	51	201	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	661
51	51	202	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	662
51	51	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	663
51	51	200	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	664
51	51	201	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	665
51	51	202	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	666
51	51	203	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	667
51	51	200	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	668
51	51	201	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	669
51	51	202	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	670
51	51	203	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	671
52	52	204	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	672
52	52	411/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	673
52	52	206	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	674
52	52	207	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	675
52	52	204	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	676
52	52	411/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	677
52	52	206	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	678
52	52	207	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	679
52	52	204	1.5	0	0	Chord	4/4	4	1	3/8			1/4	3/2	680
52	52	411/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	681
52	52	206	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	682
52	52	207	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	683
53	53	208	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	684
53	53	209	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	685
53	53	210	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	686
53	53	208	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	687
53	53	209	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	688
53	53	210	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	689
53	53	208	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	690
53	53	209	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	691
53	53	210	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	692
54	54	212	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	693
54	54	214	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	694
54	54	215	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	695
54	54	212	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	696
54	54	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	697
54	54	214	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	698
54	54	212	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	699
54	54	214	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	700
54	54	214	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	701
55	55	216	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	702
55	55	217	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	703
55	55	218	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	704
55	55	216	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	705
55	55	217	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	706
55	55	218	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	707
55	55	216	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	708
55	55	217	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	709
55	55	218	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	710
55	55	216	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	711
55	55	217	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	712
55	55	218	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	713
55	55	216	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	714
55	55	217	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	715
55	55	218	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	716
56	56	220	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	717
56	56	221	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	718
56	56	223	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	719
56	56	221	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	720
56	56	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	721
56	56	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	722
56	56	221	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	723
56	56	222	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	724
56	56	223	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	725
56	56	221	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	726
56	56	222	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	727
56	56	223	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	728
56	56	221	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	729
56	56	222	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	730
56	56	223	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	731
57	57	224	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	732
57	57	226	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	733
57	57	455/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	734
57	57	224	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	735
57	57	226	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	736
57	57	455/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	737
57	57	224	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	738
57	57	226	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	739
57	57	224	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	740
57	57	226	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	741
57	57	224	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	742
57	57	226	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	743
58	58	228	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	744
58	58	229	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	745
58	58	459/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	746
58	58	230	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	747
58	58	231	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	748
58	58	228	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	749
58	58	229	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	750
58	58	459/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	751
58	58	230	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	752
58	58	231	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	753
58	58	228	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	754
58	58	229	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	755
58	58	459/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	756
58	58	230	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	757
58	58	231	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	758
58	58	229	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	759
58	58	459/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	760
58	58	230	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	761
58	58	231	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	762
58	58	228	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	763
58	58	229	0.5	1/4	1/4	Chord	4/4	5	1	1/8			1/8	1	764
58	58	459/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8			1/8	1	765
58	58	230	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	766
58	58	231	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	767
59	59	232	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	768
59	59	234	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	769
59	59	232	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	770
59	59	234	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	771
59	59	232	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	772
59	59	234	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	773
59	59	232	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	774
59	59	234	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	775
59	59	232	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	776
59	59	234	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	777
59	59	235	0.5	3/4	3/4	Chord	4/4	5	1	1/8			1/8	1	778
59	59	471/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	779
60	60	237	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	780
60	60	475/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	781
60	60	238	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	782
60	60	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	783
60	60	479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	784
60	60	237	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	785
60	60	475/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	786
60	60	238	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	787
60	60	239	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	788
60	60	479/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	789
60	60	237	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	790
60	60	475/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	791
60	60	238	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	792
60	60	239	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	793
60	60	479/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	794
60	60	237	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	795
60	60	475/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	796
60	60	238	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	797
60	60	239	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	798
60	60	479/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	799
60	60	236	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	800
60	60	237	0.5	1/4	1/4	Chord	4/4	5	1	1/8			1/8	1	801
60	60	475/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8			1/8	1	802
60	60	238	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	803
61	61	240	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	804
61	61	241	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	805
61	61	483/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	806
61	61	242	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	807
61	61	487/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	808
61	61	240	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	809
61	61	241	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	810
61	61	483/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	811
61	61	242	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	812
61	61	487/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	813
61	61	240	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	814
61	61	241	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	815
61	61	483/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	816
61	61	242	1.5	1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	817
61	61	487/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	818
61	61	240	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	819
61	61	241	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	820
61	61	483/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	821
61	61	242	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	822
61	61	487/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	823
61	61	240	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	824
61	61	241	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	825
61	61	242	1.5	1/2	1/2	Chord	4/4	5	1	3/8			1/4	3/2	826
61	61	487/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	827
62	62	244	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	828
62	62	489/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	829
62	62	245	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	830
62	62	491/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	831
62	62	246	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	832
62	62	244	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	833
62	62	489/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	834
62	62	245	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	835
62	62	491/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	836
62	62	246	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	837
62	62	244	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	838
62	62	493/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	839
62	62	247	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	840
62	62	495/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	841
62	62	244	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	842
62	62	493/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	843
62	62	247	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	844
62	62	495/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	845
62	62	244	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	846
62	62	493/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8			1/8	1	847
62	62	247	0.5	3/4	3/4	Chord	4/4	5	1	1/8			1/8	1	848
62	62	495/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	849
63	63	248	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	850
63	63	249	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	851
63	63	251	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	852
63	63	248	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	853
63	63	249	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	854
63	63	250	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	855
63	63	248	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	856
63	63	249	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	857
63	63	250	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	858
63	63	248	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	859
63	63	249	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	860
63	63	250	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	861
63	63	248	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	862
63	63	249	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	863
63	63	250	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	864
64	64	252	4.0	0	0	Chord	4/4	1	1	1			1	1	865
64	64	252	4.0	0	0	Chord	4/4	2	1	1			1	1	866
64	64	252	4.0	0	0	Chord	4/4	3	1	1			1	1	867
64	64	252	4.0	0	0	Chord	4/4	4	1	1			1	1	868
64	64	252	4.0	0	0	Chord	4/4	5	1	1			1	1	869
65	65	256	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	870
65	65	257	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	871
65	65	515/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	872
65	65	258	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	873
65	65	259	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	874
65	65	256	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	875
65	65	257	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	876
65	65	515/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	877
65	65	258	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	878
65	65	259	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	879
65	65	256	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	880
65	65	257	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	881
65	65	515/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	882
65	65	258	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	883
65	65	259	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	884
66	66	260	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	885
66	66	523/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	886
66	66	262	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	887
66	66	263	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	888
66	66	260	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	889
66	66	261	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	890
66	66	262	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	891
66	66	263	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	892
66	66	260	1.5	0	0	Chord	4/4	4	1	3/8			1/4	3/2	893
66	66	523/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	894
66	66	262	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	895
66	66	263	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	896
67	67	264	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	897
67	67	266	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	898
67	67	264	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	899
67	67	266	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	900
67	67	264	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	901
67	67	266	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	902
68	68	268	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	903
68	68	537/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	904
68	68	269	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	905
68	68	270	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	906
68	68	271	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	907
68	68	268	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	908
68	68	537/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	909
68	68	269	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	910
68	68	270	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	911
68	68	271	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	912
68	68	268	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	913
68	68	537/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	914
68	68	269	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	915
68	68	270	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	916
68	68	271	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	917
69	69	272	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	918
69	69	547/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	919
69	69	274	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	920
69	69	275	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	921
69	69	272	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	922
69	69	547/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	923
69	69	274	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	924
69	69	275	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	925
69	69	272	1.5	0	0	Chord	4/4	4	1	3/8			1/4	3/2	926
69	69	547/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	927
69	69	274	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	928
69	69	275	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	929
70	70	276	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	930
70	70	278	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	931
70	70	279	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	932
70	70	276	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	933
70	70	278	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	934
70	70	279	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	935
70	70	276	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	936
70	70	278	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	937
70	70	279	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	938
71	71	280	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	939
71	71	282	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	940
71	71	280	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	941
71	71	281	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	942
71	71	282	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	943
71	71	283	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	944
71	71	280	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	945
71	71	281	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	946
71	71	282	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	947
71	71	283	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	948
72	72	284	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	949
